Datetime,Close,SMA7,SMA20,SMA50,SMA200,EMA21,EMA50,EMA200,RSI14,RSI30,MACD,MACD_Hist,BB_Upper,BB_Lower,BB_Mid,BB_Width,BB_Position,Stoch_K,Stoch_D,Williams_R,ATR,ATR_Pct,Tenkan,Kijun,Senkou_A,Senkou_B,Vol_SMA10,Vol_SMA30,Vol_Ratio,OBV,Price_Change,Price_Momentum_5,Price_Momentum_20,Trend_Strength,Vol_Regime,Resistance,Support,SR_Ratio
2024-09-17 13:30:00+00:00,238.25,237.37142944335938,237.89825057983398,241.46646087646485,245.3975993347168,238.25,238.25,238.25,34.42160200792824,63.05753070458953,0.0,0.0,239.96621893979216,235.8302822198758,237.89825057983398,0.1,0.5,50.0,50.0,-50.0,1.1318893432617188,2.0,237.6050033569336,238.9625015258789,239.8650016784668,241.09500122070312,657952.5,1034354.1333333333,1.0,0.0,-0.004239221434778284,0.0,0.0,0,0,240.2895965576172,235.3000030517578,0.5
2024-09-17 14:30:00+00:00,237.24000549316406,237.37142944335938,237.89825057983398,241.46646087646485,245.3975993347168,237.72095525832404,237.73490280151364,237.74247776031496,34.42160200792824,63.05753070458953,-0.010071170296088085,-0.010071170296088085,239.96621893979216,235.8302822198758,237.89825057983398,0.1,0.5,50.0,50.0,-50.0,1.1318893432617188,2.0,237.6050033569336,238.9625015258789,239.8650016784668,241.09500122070312,657952.5,1034354.1333333333,1.0,-689386.0,-0.004239221434778284,0.0,0.0,0,0,240.2895965576172,235.3000030517578,0.5
2024-09-17 15:30:00+00:00,237.00999450683594,237.37142944335938,237.89825057983398,241.46646087646485,245.3975993347168,237.46105721926043,237.48353812021028,237.49587101600613,34.42160200792824,63.05753070458953,-0.013819970032942053,-0.013819970032942053,239.96621893979216,235.8302822198758,237.89825057983398,0.1,0.5,50.0,50.0,-50.0,1.1318893432617188,2.0,237.6050033569336,238.9625015258789,239.8650016784668,241.09500122070312,657952.5,1034354.1333333333,1.0,-1354723.0,-0.0009695286671823622,0.0,0.0,0,0,240.2895965576172,235.3000030517578,0.5
2024-09-17 16:30:00+00:00,237.05999755859375,237.37142944335938,237.89825057983398,241.46646087646485,245.3975993347168,237.34603666154715,237.37121689062414,237.38526270514714,34.42160200792824,63.05753070458953,-0.01137491823833425,-0.01137491823833425,239.96621893979216,235.8302822198758,237.89825057983398,0.1,0.5,50.0,50.0,-50.0,1.1318893432617188,2.0,237.6050033569336,238.9625015258789,239.8650016784668,241.09500122070312,657952.5,1034354.1333333333,1.0,-691637.0,0.00021097444376505514,0.0,0.0,0,0,240.2895965576172,235.3000030517578,0.5
2024-09-17 17:30:00+00:00,237.41000366210938,237.37142944335938,237.89825057983398,241.46646087646485,245.3975993347168,237.36137696482194,237.37960698804537,237.39031035269034,34.42160200792824,63.05753070458953,0.001084683655607984,0.001084683655607984,239.96621893979216,235.8302822198758,237.89825057983398,0.1,0.5,50.0,50.0,-50.0,1.1318893432617188,2.0,237.6050033569336,238.9625015258789,239.8650016784668,241.09500122070312,657952.5,1034354.1333333333,1.0,-185999.0,0.0014764452337814316,0.0,0.0,0,0,240.2895965576172,235.3000030517578,0.5
2024-09-17 18:30:00+00:00,237.27000427246094,237.37142944335938,237.89825057983398,241.46646087646485,245.3975993347168,237.34230437888584,237.35946547091498,237.36975473908532,34.42160200792824,63.05753070458953,0.00245054964142577,0.00245054964142577,239.96621893979216,235.8302822198758,237.89825057983398,0.1,0.5,50.0,50.0,-50.0,1.1318893432617188,2.0,237.6050033569336,238.9625015258789,239.8650016784668,241.09500122070312,657952.5,1034354.1333333333,1.0,-682322.0,-0.000589694568421395,-0.004113308405200633,0.0,0,0,240.2895965576172,235.3000030517578,0.5
2024-09-17 19:30:00+00:00,237.36000061035156,237.37142944335938,237.89825057983398,241.46646087646485,245.3975993347168,237.34560883640134,237.3595513924482,237.3683191421275,34.42160200792824,63.05753070458953,0.006277593217084588,0.006277593217084588,239.96621893979216,235.8302822198758,237.89825057983398,0.1,0.5,50.0,50.0,-50.0,1.1318893432617188,2.0,237.6050033569336,238.9625015258789,239.8650016784668,241.09500122070312,657952.5,1034354.1333333333,1.0,19038.0,0.00037929926358182264,0.0005057963008308075,0.0,0,0,240.2895965576172,235.3000030517578,0.5
2024-09-18 13:30:00+00:00,237.3800048828125,237.2471444266183,237.89825057983398,241.46646087646485,245.3975993347168,237.35147004833587,237.36248001792097,237.36983149345994,34.42160200792824,63.05753070458953,0.008747418354547842,0.008747418354547842,239.96621893979216,235.8302822198758,237.89825057983398,0.1,0.5,50.0,50.0,-50.0,1.1318893432617188,2.0,237.6050033569336,238.9625015258789,239.8650016784668,241.09500122070312,657952.5,1034354.1333333333,1.0,867089.0,8.427819518663782e-05,0.001561159379571686,0.0,0,0,240.2895965576172,235.3000030517578,0.5
2024-09-18 14:30:00+00:00,237.7100067138672,237.31428745814733,237.89825057983398,241.46646087646485,245.3975993347168,237.4080668664093,237.40755418598852,237.40915817778355,34.42160200792824,63.05753070458953,0.022258065136326992,0.022258065136326992,239.96621893979216,235.8302822198758,237.89825057983398,0.1,0.5,50.0,50.0,-50.0,1.1318893432617188,2.0,237.6050033569336,238.9625015258789,239.8650016784668,241.09500122070312,657952.5,1034354.1333333333,1.0,1398762.0,0.0013901837739771494,0.0027419605246252754,0.0,0,0,240.2895965576172,235.3000030517578,0.5
2024-09-18 15:30:00+00:00,237.64990234375,237.40570286342077,237.89825057983398,241.46646087646485,245.3975993347168,237.44384651209697,237.43637856098255,237.4343303127518,34.42160200792824,63.05753070458953,0.025904516377882214,0.025904516377882214,239.96621893979216,235.8302822198758,237.89825057983398,0.1,0.5,50.0,50.0,-50.0,1.1318893432617188,2.0,237.44000244140625,238.9625015258789,239.8650016784668,241.09500122070312,657952.5,1034354.1333333333,1.0,1054298.0,-0.000252847454543792,0.001010482616318198,0.0,0,0,240.2895965576172,235.3000030517578,0.5
